Match_addr,Postal,PostalExt,Country,X,Y,Pop 1 mile,Particulate Matter (PM 2.5 in ug/m3),Ozone (ppb),NATA Diesel PM (ug/m3),NATA Air Toxics Cancer Risk (risk per MM),NATA Respiratory Hazard Index,Traffic Proximity and Volume (daily traffic count/distance to road),Lead Paint Indicator (% pre-1960s housing),Superfund Proximity (site count/km distance),RMP Proximity (facility count/km distance),Hazardous Waste Proximity (facility count/km distance),Wastewater Discharge Indicators (toxicity-weighted concentration/m distance),Demographic Index,all3,dem index ,Minority Population,Minority Population*,Low Income Population,Low Income*,lowincomebincorrected,Linguistically Isolated Population,Population with Less Than High School Education,Less Than High School Education*,Population under Age 5,Population over Age 64,>64* 0-under/at 1-above,DisplayX,DisplayY,sample_id,group_id
"256 Cherry Tree Road, Gaston, North Carolina, 27832",27832,NA,USA,-77.71687874,36.51497215,194,7.89,39.4,0.19,32,0.44,42,0.17,0.011,0.24,0.11,0.0025,0.70,7.00,1.00,0.83,1.00,0.57,1.00,1.00,0.00,0.35,1.00,0.03,0.20,1.00,-77.716449,36.514989,ES070612-0007,566000325EH
"181 Stanley Dr, Henrico, North Carolina, 27842",27842,9577,USA,-77.88356755,36.5336595,328,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.8836015,36.534033,ES020312-0006,566000325EH
"8982 United States 158 Highway, Conway, North Carolina, 27820",27820,NA,USA,-77.3175645,36.443952,30,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.3175645,36.443952,ES110712-0011,566000325EH
"1910 US-158, Jackson, North Carolina, 27845",27845,NA,USA,-77.50864915,36.41540898,20,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.50864915,36.41540898,ES052312-0006,566000325EH
"Rosa Ln, Gaston, North Carolina, 27832",27832,NA,USA,-77.68884734,36.54369441,58,7.9,39.2,0.213,32,0.44,55,0.19,0.011,0.072,0.076,2.60E-07,0.51,7.00,1.00,0.65,1.00,0.37,1.00,1.00,0.00,0.27,1.00,0.09,0.19,1.00,-77.68884734,36.54369441,ES020712-0024,566000325EH
"428 Barnes Loop Rd, Conway, North Carolina, 27820",27820,9224,USA,-77.24381955,36.47220431,63,7.53,39.1,0.163,28,0.37,29,0.31,0.013,1.1,0.51,5.80E-05,0.58,7.00,1.00,0.59,1.00,0.57,1.00,1.00,0.06,0.20,1.00,0.10,0.18,1.00,-77.24381955,36.47220431,ES020212-0083,566000325EH
"1187 Barnes Loop Rd, Conway, North Carolina, 27820",27820,9310,USA,-77.22602746,36.46112462,90,7.53,39.1,0.163,28,0.37,29,0.31,0.013,1.1,0.51,5.80E-05,0.58,7.00,1.00,0.59,1.00,0.57,1.00,1.00,0.06,0.20,1.00,0.10,0.18,1.00,-77.225733,36.461061,ES011812-0016,566000325EH
"3178 Mount Carmel Rd, Seaboard, North Carolina, 27876",27876,9676,USA,-77.39788568,36.4498753,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.399811,36.449334,ES011812-0086,566000325EH
"3471 Skippers Rd, Emporia, Virginia, 23847",23847,NA,USA,-77.55878239,36.63947457,111,7.9,39.2,0.213,32,0.44,230,0.17,0.012,0.056,0.18,2.80E-06,0.60,7.00,1.00,0.67,1.00,0.54,1.00,1.00,0.00,0.33,1.00,0.07,0.18,1.00,-77.55878239,36.63947457,ES112211-0004,566000325EH
"298 Ponton Ln, Seaboard, North Carolina, 27876",27876,9628,USA,-77.40869717,36.54092956,28,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.408811,36.540531,ES101111-0027,566000325EH
"972 Jordan Mill Rd, Seaboard, North Carolina, 27876",27876,9633,USA,-77.41724213,36.51571855,98,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.4171765,36.516429,ES110111-0012,566000325EH
"410 Pin Hook Rd, Rich Square, North Carolina, 27869",27869,9656,USA,-77.29813419,36.34004927,97,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.29813419,36.34004927,ES081011-0071,566000325EH
"4942 Big Johns Store Rd, Pleasant Hill, North Carolina, 27866",27866,9661,USA,-77.51531357,36.51177808,125,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.515416,36.512109,ES110811-0039,566000325EH
"207 Edwards Town St, Pendleton, North Carolina, 27862",27862,7229,USA,-77.23011096,36.49122014,66,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.230449,36.491355,ES071511-0018,566000325EH
"3263 NC-46, Gaston, North Carolina, 27832",27832,9016,USA,-77.71461187,36.5104887,26,7.89,39.4,0.19,32,0.44,68,0.21,0.012,0.29,0.12,0.0098,0.58,7.00,1.00,0.67,1.00,0.49,1.00,1.00,0.00,0.32,1.00,0.02,0.24,1.00,-77.71461187,36.5104887,ES092111-0018,566000325EH
"470 Collier Rd, Woodland, North Carolina, 27897",27897,9501,USA,-77.2806285,36.341928,45,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.2806285,36.341928,ES092711-0030,566000325EH
"11875 NC-305, Seaboard, North Carolina, 27876",27876,9669,USA,-77.43745582,36.47935247,456,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.43745582,36.47935247,ES062911-0013,566000325EH
"217 Woodhaven Ln, Henrico, North Carolina, 27842",27842,9663,USA,-77.84326666,36.51325572,194,7.87,39.5,0.146,30,0.39,0.44,0.037,0.014,0.052,0.043,0.039,0.29,0.00,0.00,0.26,0.00,0.32,0.00,0.00,0.00,0.12,0.00,0.01,0.46,1.00,-77.843124,36.512685,ES070611-0008,566000325EH
"169 Turkey Branch Rd, Murfreesboro, North Carolina, 27855",27855,9376,USA,-77.13403536,36.46540164,54,7.48,39.1,0.158,28,0.37,1.9,0.37,0.014,0.17,0.15,7.50E-06,0.48,7.00,1.00,0.51,1.00,0.45,1.00,1.00,0.01,0.27,1.00,0.06,0.17,1.00,-77.13403536,36.46540164,ES070611-0022,566000325EH
"11817 NC-305, Seaboard, North Carolina, 27876",27876,9669,USA,-77.4368394,36.47757102,399,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.4368394,36.47757102,ES062911-0014,566000325EH
"11857 NC-305, Seaboard, North Carolina, 27876",27876,9669,USA,-77.43725133,36.47879931,390,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.43725133,36.47879931,ES062911-0015,566000325EH
"11843 NC-305, Seaboard, North Carolina, 27876",27876,9669,USA,-77.43710429,36.47837021,390,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.43710429,36.47837021,ES062911-0020,566000325EH
"1288 Hargraves Rd, Garysburg, North Carolina, 27831",27831,9533,USA,-77.47247597,36.44955558,60,7.75,39.4,0.183,30,0.4,100,0.25,0.011,0.17,0.16,0.0024,0.85,7.00,1.00,0.91,1.00,0.80,1.00,1.00,0.00,0.30,1.00,0.09,0.27,1.00,-77.472927,36.449613,ES060111-0022,566000325EH
"230 Newsome Ln, Garysburg, North Carolina, 27831",27831,9560,USA,-77.61741203,36.50699024,416,7.89,39.4,0.19,32,0.44,65,0.13,0.011,0.23,0.13,0.0017,0.63,7.00,1.00,0.72,1.00,0.55,1.00,1.00,0.00,0.34,1.00,0.03,0.22,1.00,-77.617494,36.507078,ES052411-0013,566000325EH
"520 Barrett Cabin Rd, Murfreesboro, North Carolina, 27855",27855,9491,USA,-77.14579905,36.44920021,388,7.42,39.1,0.152,28,0.37,2.1,0.31,0.015,0.14,0.13,7.10E-06,0.58,7.00,1.00,0.64,1.00,0.52,1.00,1.00,0.01,0.29,1.00,0.04,0.15,0.00,-77.145057,36.448704,ES052711-0008,566000325EH
"275 Louis McGlen Ln, Gaston, North Carolina, 27832",27832,9583,USA,-77.73244714,36.52790703,95,7.89,39.4,0.19,32,0.44,98,0.25,0.012,0.35,0.13,0.018,0.46,7.00,1.00,0.50,1.00,0.42,1.00,1.00,0.00,0.30,1.00,0.01,0.28,1.00,-77.732379,36.527643,ES050611-0007,566000325EH
"2422 Galatia Rd, Pendleton, North Carolina, 27862",27862,7200,USA,-77.26631276,36.48913871,11,7.53,39.1,0.163,28,0.37,21,0.3,0.014,0.85,0.4,4.20E-05,0.55,7.00,1.00,0.54,1.00,0.56,1.00,1.00,0.05,0.20,1.00,0.08,0.20,1.00,-77.26631276,36.48913871,ES042611-0025,566000325EH
"8191 NC-46, Garysburg, North Carolina, 27831",27831,7509,USA,-77.57204329,36.4507082,1042,7.75,39.4,0.183,30,0.4,100,0.21,0.011,0.2,0.18,0.011,0.81,7.00,1.00,0.96,1.00,0.66,1.00,1.00,0.00,0.27,1.00,0.06,0.29,1.00,-77.57204329,36.4507082,ES050511-0010,566000325EH
"519 Cherry Tree Rd, Gaston, North Carolina, 27832",27832,NA,USA,-77.71822921,36.52469853,189,7.89,39.4,0.19,32,0.44,40,0.16,0.011,0.24,0.11,0.0021,0.70,7.00,1.00,0.84,1.00,0.57,1.00,1.00,0.00,0.35,1.00,0.03,0.20,1.00,-77.71822921,36.52469853,ES050411-0032,566000325EH
"319 Boones Bridge Rd, Pendleton, North Carolina, 27862",27862,7049,USA,-77.15704146,36.51858456,33,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1571485,36.518733,ES033011-0038,566000325EH
"1288 Hargraves Rd, Garysburg, North Carolina, 27831",27831,9533,USA,-77.47247597,36.44955558,60,7.75,39.4,0.183,30,0.4,100,0.25,0.011,0.17,0.16,0.0024,0.85,7.00,1.00,0.91,1.00,0.80,1.00,1.00,0.00,0.30,1.00,0.09,0.27,1.00,-77.472927,36.449613,ES031811-0006,566000325EH
"3178 Mt Carmel Rd, Seaboard, North Carolina, 27876",27876,9676,USA,-77.39870014,36.45267548,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.39870014,36.45267548,ES032911-0021,566000325EH
"3178 Mt Carmel Rd, Seaboard, North Carolina, 27876",27876,9676,USA,-77.39870014,36.45267548,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.39870014,36.45267548,ES032911-0022,566000325EH
"3178 Mt Carmel Rd, Seaboard, North Carolina, 27876",27876,9676,USA,-77.39870014,36.45267548,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.39870014,36.45267548,ES032911-0023,566000325EH
"280 Lonnie Goode Road, Margarettsville, North Carolina, 27853",27853,NA,USA,-77.37621126,36.52462563,30,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.3763525,36.524286,ES030211-0106,566000325EH
"346 Henry Kee Rd, Garysburg, North Carolina, 27831",27831,9507,USA,-77.44353916,36.45243071,59,7.75,39.4,0.183,30,0.4,22,0.36,0.011,0.06,0.059,5.10E-10,0.59,7.00,1.00,0.67,1.00,0.51,1.00,1.00,0.00,0.23,1.00,0.04,0.35,1.00,-77.4437265,36.452178,ES022211-0029,566000325EH
"185 Price Rd, Garysburg, North Carolina, 27831",27831,9513,USA,-77.44940781,36.45127144,49,7.75,39.4,0.183,30,0.4,26,0.36,0.011,0.06,0.059,4.40E-10,0.56,7.00,1.00,0.64,1.00,0.49,1.00,1.00,0.00,0.23,1.00,0.04,0.37,1.00,-77.449095,36.450333,ES021611-0016,566000325EH
"4813 Big Johns Store Rd, Pleasant Hill, North Carolina, 27866",27866,9660,USA,-77.510769,36.51204798,129,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.5107405,36.511605,ES031511-0013,566000325EH
"179 Twin Ln, Gaston, North Carolina, 27832",27832,9145,USA,-77.78851863,36.52803668,172,7.87,39.5,0.149,30,0.4,7.4,0.16,0.013,0.078,0.054,0.018,0.35,5.00,0.00,0.39,1.00,0.31,0.00,0.00,0.00,0.20,1.00,0.02,0.47,1.00,-77.788827,36.527733,ES012611-0013,566000325EH
"7200 US-158, Jackson, North Carolina, 27845",27845,9663,USA,-77.37599833,36.42958479,24,7.53,39.1,0.163,28,0.37,2.1,0.15,0.012,0.12,0.11,1.30E-07,0.42,3.00,0.00,0.48,1.00,0.36,1.00,0.00,0.00,0.11,0.00,0.09,0.13,0.00,-77.37599833,36.42958479,ES030211-0098,566000325EH
"945 Gilmer Ricks Rd, Conway, North Carolina, 27820",27820,9211,USA,-77.19718609,36.42885688,85,7.53,39.1,0.163,28,0.37,13,0.48,0.013,1.3,0.58,6.30E-05,0.24,4.00,0.00,0.21,0.00,0.27,0.00,0.00,0.00,0.14,1.00,0.07,0.27,1.00,-77.1989535,36.429309,ES121510-0033,566000325EH
"1085 Barrett Cabin Rd, Murfreesboro, North Carolina, 27855",27855,9380,USA,-77.13849369,36.46337714,37,7.53,39.1,0.163,28,0.37,1.9,0.44,0.014,0.2,0.17,8.10E-06,0.38,7.00,1.00,0.39,1.00,0.37,1.00,1.00,,,1.00,,,1.00,-77.13882,36.463626,ES121010-0010,566000325EH
"2187 Britton Rd, Pendleton, North Carolina, 27862",27862,7251,USA,-77.21160036,36.47806889,42,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.21160036,36.47806889,ES120810-0024,566000325EH
"10179 NC-305, Jackson, North Carolina, 27845",27845,9685,USA,-77.43479554,36.42947466,81,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,0.39,7.00,1.00,0.41,1.00,0.36,1.00,0.00,0.00,0.26,1.00,0.02,0.52,1.00,-77.43479554,36.42947466,ES121610-0080,566000325EH
"459 Vaughan Creek Rd, Pendleton, North Carolina, 27862",27862,7061,USA,-77.17219076,36.51928565,167,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.172174,36.519705,ES110810-0002,566000325EH
"217 Riverside Dr, Henrico, North Carolina, 27842",27842,9209,USA,-77.87687439,36.51888595,281,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.87687439,36.51888595,ES102910-0004,566000325EH
"308 Reuben Jordan Ln, Garysburg, North Carolina, 27831",27831,2300,USA,-77.59131541,36.48367614,39,7.83,39.4,0.187,31,0.42,82,0.17,0.011,0.21,0.14,0.0021,0.74,7.00,1.00,0.81,1.00,0.67,1.00,1.00,0.00,0.32,1.00,0.06,0.24,1.00,-77.59131541,36.48367614,ES100510-0042,566000325EH
"1906 Pleasant Grove Rd, Jackson, North Carolina, 27845",27845,9559,USA,-77.44424594,36.43837906,97,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,0.39,7.00,1.00,0.41,1.00,0.36,1.00,0.00,0.00,0.26,1.00,0.02,0.52,1.00,-77.4445725,36.438354,ES110510-0006,566000325EH
"280 Lonnie Goode Road, Margarettsville, North Carolina, 27853",27853,NA,USA,-77.37621126,36.52462563,30,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.3763525,36.524286,ES100510-0043,566000325EH
"189 Deweys Ln, Garysburg, North Carolina, 27831",27831,9529,USA,-77.49180012,36.45531871,77,7.75,39.4,0.183,30,0.4,100,0.24,0.011,0.17,0.17,0.0025,0.87,7.00,1.00,0.93,1.00,0.81,1.00,1.00,0.00,0.29,1.00,0.09,0.25,1.00,-77.491737,36.455958,ES100510-0044,566000325EH
"3178 Mt Carmel Rd, Seaboard, North Carolina, 27876",27876,9676,USA,-77.39870014,36.45267548,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.39870014,36.45267548,ES121410-0013,566000325EH
"248 Decharmarnel Dr, Murfreesboro, North Carolina, 27855",27855,9388,USA,-77.13986526,36.43650707,342,7.41,39,0.152,28,0.37,4,0.3,0.015,0.13,0.12,4.80E-06,0.42,5.00,0.00,0.49,1.00,0.35,0.00,0.00,0.00,0.17,1.00,0.05,0.16,1.00,-77.1397335,36.436437,ES081010-0019,566000325EH
"170 Jones Way, Henrico, North Carolina, 27842",27842,9382,USA,-77.85904737,36.525292,378,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.859315,36.525321,ES071510-0026,566000325EH
"803 Bristow Saw Mill Rd, Conway, North Carolina, 27820",27820,9382,USA,-77.3200563,36.37012636,25,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.3200563,36.37012636,ES080310-0006,566000325EH
"200 Bolton Road, Rich Square, North Carolina, 27869",27869,NA,USA,-77.31229418,36.31095918,58,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.312421,36.311202,ES091610-0012,566000325EH
"1320 Fire Tower Rd, Jackson, North Carolina, 27845",27845,9651,USA,-77.35059159,36.40991031,114,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.35059,36.410346,ES071410-0015,566000325EH
"2187 Britton Rd, Pendleton, North Carolina, 27862",27862,7251,USA,-77.21160036,36.47806889,42,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.21160036,36.47806889,ES062210-0028,566000325EH
"399 Willey Ln, Gaston, North Carolina, 27832",27832,9690,USA,-77.680964,36.490428,140,7.89,39.4,0.191,32,0.44,93,0.24,0.012,0.34,0.13,0.02,0.44,7.00,1.00,0.48,1.00,0.40,1.00,1.00,0.00,0.28,1.00,0.01,0.28,1.00,-77.6806335,36.490428,ES052110-0024,566000325EH
"172 Rocky Ln, Garysburg, North Carolina, 27831",27831,9606,USA,-77.48508296,36.43848535,69,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.4848025,36.438453,ES052110-0022,566000325EH
"157 Spuds Ln, Pleasant Hill, North Carolina, 27866",27866,9675,USA,-77.48293739,36.50161961,83,7.75,39.4,0.183,30,0.4,1.1,0.32,0.011,0.076,0.074,3.50E-07,0.61,7.00,1.00,0.73,1.00,0.49,1.00,1.00,0.00,0.17,1.00,0.03,0.21,1.00,-77.482899,36.501903,ES052510-0016,566000325EH
"197 Liverman St, Jackson, North Carolina, 27845",27845,9449,USA,-77.42909199,36.38812912,498,7.75,39.4,0.183,30,0.4,46,0.42,0.011,0.057,0.054,0.0058,0.54,7.00,1.00,0.54,1.00,0.50,1.00,1.00,0.02,0.25,1.00,0.02,0.33,1.00,-77.42909199,36.38812912,ES042810-0017,566000325EH
"199 Berry Scott Trl, Garysburg, North Carolina, 27831",27831,9402,USA,-77.63568463,36.54339726,208,7.89,39.4,0.195,32,0.44,62,0.14,0.011,0.2,0.11,0.0013,0.61,7.00,1.00,0.71,1.00,0.52,1.00,1.00,0.00,0.33,1.00,0.04,0.21,1.00,-77.6357055,36.54351,ES041410-0043,566000325EH
"1351 Vaughan Creek Rd, Pendleton, North Carolina, 27862",27862,7077,USA,-77.1540649,36.50015805,17,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1540649,36.50015805,ES042810-0044,566000325EH
"10198 NC-305, Jackson, North Carolina, 27845",27845,9685,USA,-77.43463716,36.4297222,81,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,0.39,7.00,1.00,0.41,1.00,0.36,1.00,0.00,0.00,0.26,1.00,0.02,0.52,1.00,-77.43463716,36.4297222,ES040110-0002,566000325EH
"1022 Bryantown Rd, Rich Square, North Carolina, 27869",27869,9619,USA,-77.31625498,36.27444399,147,7.46,39.3,0.147,29,0.37,0,0.63,0.012,0.066,0.051,0.00075,0.53,3.00,0.00,0.53,1.00,0.53,1.00,1.00,0.00,0.10,0.00,0.07,0.22,1.00,-77.316129,36.274662,ES032310-0008,566000325EH
"320 Pleasant Hill Rd, Gaston, North Carolina, 27832",27832,9511,USA,-77.63996015,36.50363433,1449,7.89,39.4,0.19,32,0.44,67,0.19,0.011,0.27,0.12,0.0078,0.60,7.00,1.00,0.68,1.00,0.51,1.00,1.00,0.00,0.33,1.00,0.02,0.23,1.00,-77.6401785,36.504153,ES083010-0002,566000325EH
"2186 US-158, Jackson, North Carolina, 27845",27845,NA,USA,-77.5031135,36.41173817,20,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.5031135,36.41173817,ES040810-0016,566000325EH
"399 Willey Ln, Gaston, North Carolina, 27832",27832,9690,USA,-77.680964,36.490428,140,7.89,39.4,0.191,32,0.44,93,0.24,0.012,0.34,0.13,0.02,0.44,7.00,1.00,0.48,1.00,0.40,1.00,1.00,0.00,0.28,1.00,0.01,0.28,1.00,-77.6806335,36.490428,ES031710-0008,566000325EH
"1066 Bryantown Rd, Rich Square, North Carolina, 27869",27869,9619,USA,-77.31747658,36.27524741,147,7.46,39.3,0.147,29,0.37,0,0.63,0.012,0.066,0.051,0.00075,0.53,3.00,0.00,0.53,1.00,0.53,1.00,1.00,0.00,0.10,0.00,0.07,0.22,1.00,-77.3173485,36.275436,ES031910-0013,566000325EH
"1580 Nchs East Rd, Conway, North Carolina, 27820",27820,9493,USA,-77.306481,36.405756,112,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.306481,36.405756,ES022610-0003,566000325EH
"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",27855,9653,USA,-77.16963587,36.41266771,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,0.36,5.00,0.00,0.39,1.00,0.33,0.00,0.00,0.00,0.26,1.00,0.09,0.17,1.00,-77.16963587,36.41266771,ES031010-0014,566000325EH
"2140 Pleasant Grove Rd, Jackson, North Carolina, 27845",27845,9463,USA,-77.44400056,36.43221345,80,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,0.39,7.00,1.00,0.41,1.00,0.36,1.00,0.00,0.00,0.26,1.00,0.02,0.52,1.00,-77.44400056,36.43221345,ES022610-0010,566000325EH
"4285 Mount Carmel Rd, Jackson, North Carolina, 27845",27845,9691,USA,-77.3976735,36.419688,77,7.54,39.1,0.164,29,0.37,5.7,0.069,0.012,0.14,0.12,0,0.47,3.00,0.00,0.48,1.00,0.47,1.00,1.00,0.00,0.05,0.00,0.14,0.10,0.00,-77.3976735,36.419688,ES022310-0054,566000325EH
"4285 Mount Carmel Rd, Jackson, North Carolina, 27845",27845,9691,USA,-77.3976735,36.419688,77,7.54,39.1,0.164,29,0.37,5.7,0.069,0.012,0.14,0.12,0,0.47,3.00,0.00,0.48,1.00,0.47,1.00,1.00,0.00,0.05,0.00,0.14,0.10,0.00,-77.3976735,36.419688,ES022310-0053,566000325EH
"7200 US-158, Jackson, North Carolina, 27845",27845,9663,USA,-77.37599833,36.42958479,24,7.53,39.1,0.163,28,0.37,2.1,0.15,0.012,0.12,0.11,1.30E-07,0.42,3.00,0.00,0.48,1.00,0.36,1.00,0.00,0.00,0.11,0.00,0.09,0.13,0.00,-77.37599833,36.42958479,ES030910-0005,566000325EH
"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",27855,9653,USA,-77.16963587,36.41266771,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,0.36,5.00,0.00,0.39,1.00,0.33,0.00,0.00,0.00,0.26,1.00,0.09,0.17,1.00,-77.16963587,36.41266771,ES020410-0040,566000325EH
"3471 Skippers Rd, Skippers, Virginia, 23879",23879,2067,USA,-77.55876592,36.63607825,44,7.9,39.2,0.213,32,0.44,230,0.17,0.012,0.056,0.18,2.80E-06,0.60,7.00,1.00,0.67,1.00,0.54,1.00,1.00,0.00,0.33,1.00,0.07,0.18,1.00,-77.559786,36.636021,ES010410-0010,566000325EH
